"","X.2","X.1","X","CaseID","Opened","Closed","Updated","Status","Status.Notes","Responsible.Agency","Category","Request.Type","Request.Details","Address","Supervisor.District","Neighborhood","Point","Source","Media.URL","Lat","Long","Census.Block","Zip","Map.Url","Resolve.Time"
"2996",2996,3005,97903,5214878,2015-10-22 13:13:00,2015-10-22 15:28:00,"10/22/2015 03:28:00 PM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","Intersection of CAMPBELL AVE and HOLYOKE ST",10,"Visitacion Valley","(37.7143571257487, -122.403506674684)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/56294364df8666a7e7eb81e8/report.jpg",37.7143571257487,-122.403506674684,60750264023,"94134","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.715059,-122.4055229,0,0,|&center=37.715059,-122.4055229&zoom=15&rand=1183745345",2.25
"2997",2997,3006,33839,5415441,2015-12-29 22:31:05,2015-12-30 11:47:51,"12/30/2015 11:47:51 AM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","200 PARNASSUS AVE, SAN FRANCISCO, CA, 94117",5,"Parnassus Heights","(37.764580625514, -122.452869219013)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/56837a25df86e72091feaa38/report.jpg",37.764580625514,-122.452869219013,60750301011,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.76463745,-122.452890099731,0,0,|&center=37.76463745,-122.452890099731&zoom=15&rand=-1790080746",13.28
"2998",2998,3007,1445040,398240,2009-03-25 15:46:35,2009-03-25 15:52:17,"03/25/2009 03:52:17 PM","Closed",NA,"311 HA SR Queue","SFHA Requests","SFHA Priority - Routine","Custodian","1602 SUNNYDALE AVE, SAN FRANCISCO, CA, 94134",10,"Visitacion Valley","(37.712135174, -122.416379326)","Voice In",NA,37.712135174,-122.416379326,60750605021,"94134","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7122189,-122.4171232,0,0,|&center=37.7122189,-122.4171232&zoom=15&rand=2120409687",0.1
"2999",2999,3008,382461,4240314,2014-11-24 15:41:10,2014-12-03 07:56:08,"12/03/2014 07:56:08 AM","Closed","DPT Abandoned Vehicles- Gone on arrival - 12/02/14 @1049 #129","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","white - honda - civic - 5rvh911","149 CURTIS ST, SAN FRANCISCO, CA, 94112",11,"Crocker Amazon","(37.712358415045, -122.439186695238)","Voice In",NA,37.712358415045,-122.439186695238,60750263013,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.71175,-122.4390819,0,0,|&center=37.71175,-122.4390819&zoom=15&rand=-1315152449",208.25
"3000",3000,3009,315096,4481156,2015-02-10 22:15:00,2015-02-11 02:23:00,"02/11/2015 02:23:00 AM","Closed","Case Completed - resolved: 10-98 .5 hour  x 2","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of WOODWARD ST and DUBOCE AVE",9,"Mission","(37.7699176156536, -122.420938486348)","Voice In",NA,37.7699176156536,-122.420938486348,60750201002,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77022365,-122.420790368889,0,0,|&center=37.77022365,-122.420790368889&zoom=15&rand=-875256035",4.13
"3001",3001,3010,1283209,657378,2010-05-16 17:24:36,2010-05-19 06:16:56,"05/19/2010 06:16:56 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Human_waste_or_urine","Intersection of ADA CT and OFARRELL ST",6,"Downtown/Civic Center","(37.7854497254799, -122.415673981011)","Voice In",NA,37.7854497254799,-122.415673981011,60750122012,"94109","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7853788,-122.4158712,0,0,|&center=37.7853788,-122.4158712&zoom=15&rand=1584034930",60.87
"3002",3002,3011,1268748,679366,2010-06-21 15:27:33,2010-07-26 15:38:47,"07/26/2010 03:38:47 PM","Closed",NA,"DPT Meter_Bike Queue","Graffiti Public Property","Not_Offensive Graffiti on Public Property","Parking_meter - Not_Offensive","505 DIVISADERO ST, SAN FRANCISCO, CA, 94117",5,"Haight Ashbury","(37.774281732, -122.43798537)","Voice In",NA,37.774281732,-122.43798537,60750164002,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7741742,-122.4377987,0,0,|&center=37.7741742,-122.4377987&zoom=15&rand=-668408722",840.19
"3003",3003,3012,33642,5416086,2015-12-30 09:38:48,2015-12-30 17:02:34,"12/30/2015 05:02:34 PM","Closed","Case Completed - resolved: Field Work has been completed.","PUC - Sewer - G","Sewer Issues","Sewage_back_up","Outofsewervent4inch","Intersection of BUCHANAN ST and CALIFORNIA ST",2,"Pacific Heights","(37.7893244166047, -122.430551130672)","Voice In",NA,37.7893244166047,-122.430551130672,60750135002,"94123","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.793767,-122.4314489,0,0,|&center=37.793767,-122.4314489&zoom=15&rand=1772796615",7.4
"3004",3004,3013,385058,4230702,2014-11-21 11:36:18,2014-11-21 01:12:00,"11/21/2014 01:12:00 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Human Waste","Intersection of 4TH ST and CHANNEL",6,"Mission Bay","(37.7743275512172, -122.391634004632)","Voice In",NA,37.7743275512172,-122.391634004632,60750607001,"94107","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7719007,-122.3913103,0,0,|&center=37.7719007,-122.3913103&zoom=15&rand=-1002787376",-10.4
"3005",3005,3014,94843,5223983,2015-10-26 07:10:00,2015-10-26 08:49:00,"10/26/2015 08:49:00 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Graffiti Public Property","Not_Offensive Graffiti on Public Property","Signal_box - Not_Offensive","151 GOUGH ST, SAN FRANCISCO, CA, 94102",5,"Lower Haight","(37.774700341626, -122.422672878901)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/562e3487df865765f7483e6c/photo_20151026_071116.jpg",37.774700341626,-122.422672878901,60750168021,"94123","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.774748,-122.4226877,0,0,|&center=37.774748,-122.4226877&zoom=15&rand=-554786928",1.65
"3006",3006,3015,160593,5010440,2015-08-18 13:36:00,2015-08-25 13:54:00,"08/25/2015 01:54:00 PM","Closed","DPT Abandoned Vehicles- Gone on arrival - 8-25-15   @0905 HRS #   382","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","White - Ford -  - 49591F1","Intersection of SELBY ST and REVERE AVE",10,"Silver Terrace","(37.7380247731718, -122.401373450716)","Voice In",NA,37.7380247731718,-122.401373450716,60750230011,"94124","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7380261,-122.4015591,0,0,|&center=37.7380261,-122.4015591&zoom=15&rand=919259966",168.3
"3007",3007,3016,969461,1125530,2012-05-16 13:32:00,2012-06-25 18:38:00,"06/25/2012 06:38:00 PM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Garbage","Intersection of AMAZON AVE and VIENNA ST",11,"Excelsior","(37.715065100489, -122.434491581292)","Voice In",NA,37.715065100489,-122.434491581292,60750260042,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.71543445,-122.434878891707,0,0,|&center=37.71543445,-122.434878891707&zoom=15&rand=-1635273122",965.1
"3008",3008,3017,257539,4682182,2015-04-21 06:47:00,2015-04-21 10:28:00,"04/21/2015 10:28:00 AM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Electronics","803 RUSSIA AVE, SAN FRANCISCO, CA, 94112",11,"Excelsior","(37.718546658559, -122.430711926704)","Open311",NA,37.718546658559,-122.430711926704,60750260032,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.715423,-122.4331299,0,0,|&center=37.715423,-122.4331299&zoom=15&rand=-1611157800",3.68
"3009",3009,3018,613042,3325830,2014-01-31 12:52:59,2014-01-31 15:16:29,"01/31/2014 03:16:29 PM","Closed","Case Resolved - 1/31 spoke to tp","Treasurer/Tax Collector - G","General Requests","tt_collector - tt_collector - request_for_service","tt_collector - tt_collector - request_for_service","300 BERRY ST, SAN FRANCISCO, CA, 94107",6,"Mission Bay","(37.773417645161, -122.396901402567)","Voice In",NA,37.773417645161,-122.396901402567,60750607001,"94158","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77351655,-122.396762950198,0,0,|&center=37.77351655,-122.396762950198&zoom=15&rand=1481842316",2.39
"3010",3010,3019,95465,5222356,2015-10-25 09:09:00,2015-10-27 16:30:00,"10/27/2015 04:30:00 PM","Closed","Case Completed - resolved: Maximo Service Request has been resolved. Memo: REPLACED 150W LAMP, PE.  P#436 CALIFORNIA.","PUC Streetlights Queue","Streetlights","Streetlight - Light_On_all_the_time","Light_On_all_the_time on Metal Pole","4329 CALIFORNIA ST, SAN FRANCISCO, CA, 94118",1,"Inner Richmond","(37.785005635899, -122.46404519891)","Open311",NA,37.785005635899,-122.46404519891,60750401004,"94118-1316","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.785224,-122.464324968525,0,0,|&center=37.785224,-122.464324968525&zoom=15&rand=1655031043",55.35
"3011",3011,3020,1241974,719037,2010-08-24 09:51:47,2011-08-18 13:11:01,"08/18/2011 01:11:01 PM","Closed",NA,"DPW BSSR Queue","Street Defects","Pavement_Defect","Pavement_Defect","Intersection of 41ST AVE and LINCOLN WAY",1,"Outer Sunset","(37.7644060633529, -122.500830442099)","Voice In",NA,37.7644060633529,-122.500830442099,60750351001,"94122","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7647448,-122.5008691,0,0,|&center=37.7647448,-122.5008691&zoom=15&rand=-2132784350",8619.32
"3012",3012,3021,349327,4363936,2015-01-05 14:19:00,2015-01-22 14:17:00,"01/22/2015 02:17:00 PM","Closed","DPT Sign Shop - Sign Serviced -","DPT SignShop Surveyed - Area 1 Queue","Sign Repair","Sign - Defaced","Other - Defaced; support - OK","2141 HAYES ST, SAN FRANCISCO, CA, 94117",5,NA,"(37.773121026, -122.451629688)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/54ab0e02df866c252cc10e0c/report.jpg",37.773121026,-122.451629688,60750165004,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77251595,-122.451257053894,0,0,|&center=37.77251595,-122.451257053894&zoom=15&rand=1546645227",407.97
"3013",3013,3022,161623,5006031,2015-08-17 11:15:00,2015-08-17 11:31:00,"08/17/2015 11:31:00 AM","Closed","Case Completed - cancelled: Maximo Service Request has been cancelled       Add'l Notes:     cancel DUP SR","DPW BSSR Queue","Street Defects","Pavement_Defect","Pavement_Defect","244 MORSE ST, SAN FRANCISCO, CA, 94112",11,"Crocker Amazon","(37.712806769962, -122.440224033074)","Integrated Agency",NA,37.712806769962,-122.440224033074,60750263012,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.711944,-122.4431919,0,0,|&center=37.711944,-122.4431919&zoom=15&rand=-422042072",0.27
"3014",3014,3023,78182,5274131,2015-11-11 08:02:00,2015-11-17 08:39:00,"11/17/2015 08:39:00 AM","Closed","Case Resolved - service preformed.","DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","3372 19TH ST, SAN FRANCISCO, CA, 94110",9,"Mission","(37.760397012756, -122.418718224059)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/56436693df865765f749addc/photo_20151111_080201.jpg",37.760397012756,-122.418718224059,60750208002,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.760266,-122.418349,0,0,|&center=37.760266,-122.418349&zoom=15&rand=1632072794",144.62
"3015",3015,3024,262317,4665505,2015-04-14 20:26:00,2015-04-17 08:19:00,"04/17/2015 08:19:00 AM","Closed","Case Resolved - RESOLVED 4/16/15 PER FIELD REPORT","PG and E - Streetlights Queue","Streetlights","Streetlight - Light_Burnt_Out","Light_Burnt_Out on Wooden Pole","Intersection of LISBON ST and BRAZIL AVE",11,"Excelsior","(37.723549622914, -122.432432013241)","Voice In",NA,37.723549622914,-122.432432013241,60750260012,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7233928,-122.4320748,0,0,|&center=37.7233928,-122.4320748&zoom=15&rand=-223598035",59.88
"3016",3016,3025,1200821,781786,2010-12-02 07:44:50,2011-02-28 10:25:55,"02/28/2011 10:25:55 AM","Closed",NA,"DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","Intersection of POST ST and SCOTT ST",5,"Western Addition","(37.7845310324342, -122.438019557772)","Voice In",NA,37.7845310324342,-122.438019557772,60750155002,"94115","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.784812,-122.4384081988,0,0,|&center=37.784812,-122.4384081988&zoom=15&rand=-722588655",2114.68
"3017",3017,3026,31165,5423844,2016-01-02 06:45:42,2016-01-02 09:36:46,"01/02/2016 09:36:46 AM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","Intersection of BEDFORD PL and JACKSON ST",3,"Chinatown","(37.7957669469461, -122.408704639157)","Voice In",NA,37.7957669469461,-122.408704639157,60750113002,"94133","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.79554415,-122.40887588246,0,0,|&center=37.79554415,-122.40887588246&zoom=15&rand=-423981173",2.85
"3018",3018,3027,1458617,373494,2009-02-17 13:53:09,2009-08-07 09:11:11,"08/07/2009 09:11:11 AM","Closed",NA,"DPW Ops Queue","Tree Maintenance","Trees - Overgrown_Tree","Pruning_request","1268 EDDY ST, SAN FRANCISCO, CA, 94115",5,"Western Addition","(37.782021261, -122.428550134)","Voice In",NA,37.782021261,-122.428550134,60750159001,"94115","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.78264,-122.428647,0,0,|&center=37.78264,-122.428647&zoom=15&rand=-631568810",4098.3
"3019",3019,3028,1222616,749014,2010-10-08 16:34:30,2010-10-15 15:42:05,"10/15/2010 03:42:05 PM","Closed",NA,"PUC Streetlights Queue","Streetlights","Streetlight - Light_Flickering_On_Off","Light_Flickering_On_Off on Trolley Pole","470 CRESTLAKE DR, SAN FRANCISCO, CA, 94132",4,"Lakeshore","(37.735694228, -122.48981002)","Web Self Service",NA,37.735694228,-122.48981002,60750330003,"94132","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7350001,-122.4859085,0,0,|&center=37.7350001,-122.4859085&zoom=15&rand=-1004623861",167.13
"3020",3020,3029,218638,4815129,2015-06-09 17:21:00,2015-06-09 18:09:00,"06/09/2015 06:09:00 PM","Closed","Case is Invalid -","311 Supervisor Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Pole - Offensive","Intersection of LAKE ST and 14TH AVE",2,"Lake Street","(37.7862880671424, -122.473255072977)","Web Self Service",NA,37.7862880671424,-122.473255072977,60750428003,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7863489,-122.4733661,0,0,|&center=37.7863489,-122.4733661&zoom=15&rand=-2145277387",0.8
"3021",3021,3030,1118679,903479,2011-06-18 17:26:24,2011-06-20 15:06:05,"06/20/2011 03:06:05 PM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Human_waste_or_urine","333 TAYLOR ST, SAN FRANCISCO, CA, 94102",6,"Downtown/Civic Center","(37.785376441527, -122.411270737039)","Voice In",NA,37.785376441527,-122.411270737039,60750123011,"94102","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7855815,-122.4113963,0,0,|&center=37.7855815,-122.4113963&zoom=15&rand=525185754",45.66
"3022",3022,3031,1512747,285937,2008-09-23 07:19:00,2008-11-13 12:06:00,"11/13/2008 12:06:00 PM","Closed",NA,"DPW Ops Queue","Graffiti Private Property","Not_Offensive Graffiti on Private Property","Sidewalk_in_front_of_property - Not_Offensive","Intersection of DIAMOND ST and SURREY ST",8,"Glen Park","(37.736198588, -122.434401489)","Voice In",NA,37.736198588,-122.434401489,60750218004,"94131","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7368032,-122.4345798,0,0,|&center=37.7368032,-122.4345798&zoom=15&rand=-1616679152",1229.78
"3023",3023,3032,652730,3133131,2013-12-05 08:01:06,2014-01-15 12:00:00,"01/15/2014 12:00:00 PM","Closed","Case Completed - resolved:","DPW Ops Queue","Graffiti Private Property","Not_Offensive Graffiti on Private Property","Building_other - Not_Offensive","1118 STOCKTON ST, SAN FRANCISCO, CA, 94133",3,"Chinatown","(37.796010754451, -122.408220863595)","Integrated Agency",NA,37.796010754451,-122.408220863595,60750611003,"94133","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7957536,-122.4081187,0,0,|&center=37.7957536,-122.4081187&zoom=15&rand=-1464813792",987.98
"3024",3024,3033,530715,3689772,2014-05-29 21:55:43,2014-05-29 10:59:51,"05/29/2014 10:59:51 AM","Closed","Case Completed - resolved:   Fax SR to PG & E- GRAFFITI","DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Pole - Offensive","Intersection of 19TH AVE and BALBOA ST",1,NA,"(37.7765953280406, -122.4780333566)","Web Self Service",NA,37.7765953280406,-122.4780333566,60750476002,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7764799,-122.4778984,0,0,|&center=37.7764799,-122.4778984&zoom=15&rand=649348217",-10.93
"3025",3025,3034,1063697,985114,2011-10-17 11:08:57,2011-10-21 08:07:05,"10/21/2011 08:07:05 AM","Closed",NA,"DPW BSSR Queue","Street Defects","Pavement_Defect","Pavement_Defect","Intersection of CAYUGA AVE and SAN JUAN AVE",11,"Outer Mission","(37.7250945058739, -122.437933634968)","Voice In",NA,37.7250945058739,-122.437933634968,60750255004,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7232924,-122.439,0,0,|&center=37.7232924,-122.439&zoom=15&rand=-1218557667",92.97
"3026",3026,3035,119193,5148728,2015-10-01 06:06:00,2015-10-01 09:52:00,"10/01/2015 09:52:00 AM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of LEAVENWORTH ST and OFARRELL ST",6,"Tenderloin","(37.7855825352246, -122.414617250961)","Integrated Agency",NA,37.7855825352246,-122.414617250961,60750122011,"94109","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7855009,-122.4144707,0,0,|&center=37.7855009,-122.4144707&zoom=15&rand=-1265765368",3.77
